0.png,0.6030208333333333,3
1.png,0.2952666666666667,3
2.png,0.5043604166666666,3
3.png,0.27619791666666665,3
4.png,0.7714791666666667,3
5.png,0.5412020833333333,3
6.png,0.2814333333333333,2
7.png,0.50085,2
8.png,0.23927083333333332,2
9.png,0.4525354166666667,2
10.png,0.17725,2
11.png,0.28025625,2
12.png,0.228325,2
13.png,0.45670625,2
14.png,0.1571375,1
15.png,0.2777645833333333,1
16.png,0.20277291666666666,1
17.png,0.09885833333333334,1
18.png,0.04909583333333333,1
19.png,0.12632083333333333,1
20.png,0.00354375,4
21.png,0.005383333333333334,4
22.png,0.008108333333333334,4
23.png,0.012420833333333334,4
24.png,0.013029166666666666,4
25.png,0.10498125,4
26.png,0.18405416666666666,4
27.png,0.176175,4
28.png,0.007960416666666666,4
29.png,0.0065375,4
30.png,0.025404166666666665,4
31.png,0.0029416666666666666,4
32.png,0.00674375,4
33.png,0.007295833333333333,4
34.png,0.011179166666666667,4
35.png,0.009185416666666666,4
36.png,0.005520833333333333,4
37.png,0.00550625,4
38.png,0.017347916666666668,4
39.png,0.005722916666666667,4
40.png,0.005925,4
41.png,0.004610416666666666,4
42.png,0.012291666666666666,4
43.png,0.006825,4
44.png,0.003152083333333333,4
45.png,0.00385625,4
46.png,0.01063125,4
47.png,0.00781875,4
48.png,0.00710625,4
49.png,0.01028125,4
50.png,0.012952083333333333,4
51.png,0.009489583333333333,4
52.png,0.008864583333333334,4
53.png,0.0075375,4
54.png,0.009916666666666667,4
55.png,0.010497916666666666,4
56.png,0.012385416666666666,4
57.png,0.0028166666666666665,4
58.png,0.04823125,4
59.png,0.010195833333333333,4
60.png,0.015272916666666667,4
61.png,0.006895833333333334,4
62.png,0.00603125,4
63.png,0.028570833333333333,4
64.png,0.049933333333333337,4
65.png,0.016458333333333332,4
66.png,0.006525,4
67.png,0.006322916666666667,4
68.png,0.011110416666666666,4
69.png,0.0087375,4
70.png,0.00989375,4
71.png,0.21890625,2
72.png,0.21706875,2
73.png,0.17142083333333333,2
74.png,0.20614166666666667,2
75.png,0.3492604166666667,2
76.png,0.3404229166666667,2
77.png,0.33134583333333334,2
78.png,0.29082708333333335,2
79.png,0.27280625,2
80.png,0.37481458333333334,2
81.png,0.38685416666666667,2
82.png,0.36263125,2
83.png,0.36114375,2
84.png,0.3948583333333333,2
85.png,0.3543395833333333,2
86.png,0.33521666666666666,2
87.png,0.31750208333333335,2
88.png,0.32192291666666667,2
89.png,0.30890833333333334,2
90.png,0.3072520833333333,2
91.png,0.30728958333333334,2
92.png,0.15385,2
93.png,0.14592083333333333,2
94.png,0.22865416666666666,2
95.png,0.31505208333333334,2
96.png,0.131725,2
97.png,0.17818333333333333,2
98.png,0.26388333333333336,2
99.png,0.13780833333333334,2
100.png,0.19436041666666667,2
101.png,0.22176875,2
102.png,0.16410625,2
103.png,0.19669791666666667,2
104.png,0.31423541666666666,2
105.png,0.23717708333333334,2
106.png,0.20079583333333334,2
107.png,0.23665833333333333,2
108.png,0.25649375,2
109.png,0.29913125,2
110.png,0.24365625,2
111.png,0.6853583333333333,2
112.png,0.14422916666666666,2
113.png,0.44535,2
114.png,0.1057125,1
115.png,0.09727708333333333,1
116.png,0.11088541666666667,1
117.png,0.12376458333333333,1
118.png,0.16216875,1
119.png,0.06675625,1
120.png,0.054316666666666666,1
121.png,0.055627083333333334,1
122.png,0.12293125,1
123.png,0.10286458333333333,1
124.png,0.23159166666666667,1
125.png,0.23208333333333334,1
126.png,0.19275,1
127.png,0.0638375,1
128.png,0.06360833333333334,1
129.png,0.15356458333333334,1
130.png,0.13045625,1
131.png,0.1157125,1
132.png,0.10545416666666667,1
133.png,0.15865625,1
134.png,0.07829375,1
135.png,0.20937916666666667,1
136.png,0.19160208333333334,1
137.png,0.18297291666666668,1
138.png,0.123075,1
139.png,0.07950208333333333,1
140.png,0.17318958333333334,1
141.png,0.1543625,1
142.png,0.14173541666666667,1
143.png,0.20971458333333334,1
144.png,0.06823958333333334,1
145.png,0.08454791666666667,1
146.png,0.12477916666666666,1
147.png,0.06046875,1
148.png,0.21038958333333332,1
149.png,0.08755,1
150.png,0.19332083333333333,1
151.png,0.10568333333333334,1
152.png,0.092175,1
153.png,0.057689583333333336,1
154.png,0.08274375,1
155.png,0.24609166666666665,1
156.png,0.15968125,1
157.png,0.07715,1
158.png,0.6459875,3
159.png,0.7616104166666666,3
160.png,0.6015520833333333,3
161.png,0.37995416666666665,3
162.png,0.3283770833333333,3
163.png,0.7604208333333333,3
164.png,0.8029979166666666,3
165.png,0.43640208333333336,3
166.png,0.7475395833333334,3
167.png,0.35618541666666664,3
168.png,0.3727770833333333,3
169.png,0.74718125,3
170.png,0.6424729166666666,3
171.png,0.7467958333333333,3
172.png,0.4380875,3
173.png,0.35877708333333336,3
174.png,0.6744083333333334,3
175.png,0.4487,3
176.png,0.4995583333333333,3
177.png,0.6256895833333334,3
